event;winner;height;weight;reach;bday;loser;l_height;l_weight;l_reach;l_bday
UFC 271: Adesanya vs. Whittaker 2;Israel Adesanya;"6' 0""";185 lbs.;"73""";Dec 20, 1990;Robert Whittaker;"6' 4""";185 lbs.;"80""";Jul 22, 1989
UFC 271: Adesanya vs. Whittaker 2;Tai Tuivasa;"6' 3""";260 lbs.;"79""";Feb 07, 1985;Derrick Lewis;"6' 2""";264 lbs.;"75""";Mar 16, 1993
UFC 271: Adesanya vs. Whittaker 2;Jared Cannonier;"6' 1""";185 lbs.;"77""";Jan 04, 1984;Derek Brunson;"5' 11""";185 lbs.;"77""";Mar 16, 1984
UFC Fight Night: Lewis vs. Daukaus;Cub Swanson;"5' 10""";145 lbs.;"71""";May 16, 1984;Darren Elkins;"5' 8""";145 lbs.;"70""";Nov 02, 1983
UFC Fight Night: Lewis vs. Daukaus;Gerald Meerschaert;"6' 0""";185 lbs.;"75""";Nov 15, 1991;Dustin Stoltzfus;"6' 1""";185 lbs.;"77""";Dec 18, 1987
UFC Fight Night: Lewis vs. Daukaus;Justin Tafa;"6' 2""";241 lbs.;"75""";Jan 03, 1989;Harry Hunsucker;"6' 0""";264 lbs.;"74""";Dec 13, 1993
UFC Fight Night: Lewis vs. Daukaus;Melissa Gatto;"5' 4""";125 lbs.;"67""";Apr 27, 1985;Sijara Eubanks;"5' 5""";125 lbs.;"69""";May 02, 1996
UFC 271: Adesanya vs. Whittaker 2;Renato Moicano;"5' 9""";155 lbs.;"72""";Oct 01, 1992;Alexander Hernandez;"5' 11""";155 lbs.;"72""";May 21, 1989
UFC 271: Adesanya vs. Whittaker 2;Bobby Green;"5' 10""";155 lbs.;"72""";Aug 22, 1995;Nasrat Haqparast;"5' 10""";155 lbs.;"71""";Sep 09, 1986
UFC 271: Adesanya vs. Whittaker 2;Andrei Arlovski;"6' 4""";265 lbs.;"80""";May 12, 1992;Jared Vanderaa;"6' 3""";240 lbs.;"77""";Feb 04, 1979
UFC Fight Night: Lewis vs. Daukaus;Charles Jourdain;"5' 8""";145 lbs.;"75""";Jan 21, 1988;Andre Ewell;"5' 9""";145 lbs.;"69""";Nov 27, 1995
UFC Fight Night: Lewis vs. Daukaus;Raquel Pennington;"5' 11""";145 lbs.;"72""";Jul 27, 1991;Macy Chiasson;"5' 7""";135 lbs.;"67""";Sep 05, 1988
UFC Fight Night: Lewis vs. Daukaus;Don'Tale Mayes;"6' 4""";265 lbs.;"79""";Jun 28, 1989;Josh Parisian;"6' 6""";260 lbs.;"81""";Jan 16, 1992
UFC 271: Adesanya vs. Whittaker 2;Casey O'Neill;"5' 7""";125 lbs.;"69""";Sep 24, 1982;Roxanne Modafferi;"5' 6""";125 lbs.;"69""";Oct 07, 1997
UFC 271: Adesanya vs. Whittaker 2;Kyler Phillips;"5' 8""";135 lbs.;"71""";Jul 02, 1988;Marcelo Rojo;"5' 8""";135 lbs.;"72""";Jun 12, 1995
UFC 271: Adesanya vs. Whittaker 2;Carlos Ulberg;"6' 1""";205 lbs.;"74""";Nov 25, 1994;Fabio Cherant;"6' 4""";205 lbs.;"77""";Nov 07, 1990
UFC Fight Night: Lewis vs. Daukaus;Jordan Leavitt;"5' 7""";155 lbs.;"68""";Feb 21, 1994;Matt Sayles;"5' 9""";155 lbs.;"71""";Jun 02, 1995
UFC 271: Adesanya vs. Whittaker 2;Ronnie Lawrence;"5' 10""";135 lbs.;"70""";Mar 25, 1996;Mana Martinez;"5' 8""";135 lbs.;"68""";Jun 13, 1992
UFC 271: Adesanya vs. Whittaker 2;Jacob Malkoun;"6' 1""";185 lbs.;"76""";Jan 18, 1992;AJ Dobson;"5' 9""";185 lbs.;"73""";Aug 26, 1995
UFC 271: Adesanya vs. Whittaker 2;Douglas Silva de Andrade;"5' 6""";135 lbs.;"67""";Jun 14, 1989;Sergey Morozov;"5' 7""";135 lbs.;"68""";Jun 22, 1985
UFC 271: Adesanya vs. Whittaker 2;Jeremiah Wells;"5' 11""";170 lbs.;"76""";Jul 10, 1988;Blood Diamond;"5' 9""";170 lbs.;"74""";Oct 30, 1986
UFC 271: Adesanya vs. Whittaker 2;Maxim Grishin;"5' 10""";205 lbs.;"73""";Apr 03, 1988;William Knight;"6' 3""";205 lbs.;"78""";May 02, 1984
UFC 272: Covington vs. Masvidal;Colby Covington;"5' 11""";170 lbs.;"74""";Nov 12, 1984;Jorge Masvidal;"5' 11""";170 lbs.;"72""";Feb 22, 1988
UFC Fight Night: Walker vs. Hill;Jamahal Hill;"6' 6""";205 lbs.;"82""";Mar 30, 1992;Johnny Walker;"6' 4""";205 lbs.;"79""";May 19, 1991
UFC Fight Night: Walker vs. Hill;Kyle Daukaus;"6' 2""";185 lbs.;"80""";Aug 29, 1988;Jamie Pickett;"6' 3""";185 lbs.;"76""";Feb 27, 1993
UFC 272: Covington vs. Masvidal;Rafael Dos Anjos;"5' 11""";155 lbs.;"72""";May 21, 1989;Renato Moicano;"5' 8""";155 lbs.;"70""";Oct 26, 1984
UFC 272: Covington vs. Masvidal;Bryce Mitchell;"5' 11""";145 lbs.;"75""";Jan 21, 1986;Edson Barboza;"5' 10""";145 lbs.;"70""";Oct 04, 1994
UFC 272: Covington vs. Masvidal;Kevin Holland;"5' 11""";170 lbs.;"76""";Feb 21, 1988;Alex Oliveira;"6' 3""";185 lbs.;"81""";Nov 05, 1992
UFC Fight Night: Walker vs. Hill;Parker Porter;"6' 3""";243 lbs.;"79""";Feb 01, 1988;Alan Baudot;"6' 0""";265 lbs.;"75""";Apr 22, 1985
UFC Fight Night: Walker vs. Hill;Jim Miller;"5' 9""";155 lbs.;"70""";Feb 08, 1993;Nikolas Motta;"5' 8""";155 lbs.;"71""";Aug 30, 1983
UFC Fight Night: Walker vs. Hill;Joaquin Buckley;"5' 10""";185 lbs.;"73""";Aug 11, 1985;Abdul Razak Alhassan;"5' 10""";185 lbs.;"76""";Apr 27, 1994
UFC 272: Covington vs. Masvidal;Serghei Spivac;"6' 5""";265 lbs.;"80""";Jul 28, 1988;Greg Hardy;"6' 3""";260 lbs.;"78""";Jan 24, 1995
UFC 272: Covington vs. Masvidal;Jalin Turner;"6' 0""";155 lbs.;"74""";Aug 17, 1994;Jamie Mullarkey;"6' 3""";155 lbs.;"77""";May 18, 1995
UFC 272: Covington vs. Masvidal;Marina Rodriguez;"5' 5""";115 lbs.;"63""";Jun 16, 1989;Yan Xiaonan;"5' 6""";115 lbs.;"65""";Apr 29, 1987
UFC Fight Night: Walker vs. Hill;David Onama;"5' 8""";145 lbs.;"71""";Jun 15, 1988;Gabriel Benitez;"5' 11""";145 lbs.;"74""";Jun 07, 1994
UFC Fight Night: Walker vs. Hill;Stephanie Egger;"5' 5""";135 lbs.;"64""";Nov 28, 1987;Jessica-Rose Clark;"5' 6""";135 lbs.;"68""";Aug 12, 1988
UFC Fight Night: Walker vs. Hill;Chas Skelly;"5' 8""";145 lbs.;"70""";Jun 23, 1988;Mark Striegl;"5' 11""";145 lbs.;"72""";May 11, 1985
UFC Fight Night: Walker vs. Hill;Gloria de Paula;"5' 7""";115 lbs.;"68""";Jun 26, 1996;Diana Belbita;"5' 5""";115 lbs.;"67""";Jun 10, 1995
UFC 272: Covington vs. Masvidal;Nicolae Negumereanu;"6' 5""";205 lbs.;"83""";Jun 13, 1992;Kennedy Nzechukwu;"6' 0""";205 lbs.;"78""";Sep 04, 1994
UFC 272: Covington vs. Masvidal;Maryna Moroz;"5' 6""";125 lbs.;"68""";Apr 07, 1997;Mariya Agapova;"5' 7""";125 lbs.;"67""";Sep 08, 1991
UFC 272: Covington vs. Masvidal;Umar Nurmagomedov;"5' 6""";145 lbs.;"66""";Aug 19, 1986;Brian Kelleher;"5' 8""";145 lbs.;"69""";Mar 01, 1996
UFC Fight Night: Walker vs. Hill;Chad Anheliger;"5' 7""";135 lbs.;"70""";May 29, 1991;Jesse Strader;"5' 6""";135 lbs.;"64""";Dec 01, 1986
UFC Fight Night: Walker vs. Hill;Jonathan Pearce;"5' 7""";145 lbs.;"71""";Dec 17, 1997;Christian Rodriguez;"6' 0""";145 lbs.;"71""";May 01, 1992
UFC Fight Night: Walker vs. Hill;Mario Bautista;"5' 7""";135 lbs.;"67""";Jun 15, 1993;Jay Perrin;"5' 9""";135 lbs.;"69""";Jul 01, 1993
UFC 272: Covington vs. Masvidal;Tim Elliott;"5' 7""";125 lbs.;"70""";Aug 07, 1991;Tagir Ulanbekov;"5' 7""";125 lbs.;"66""";Dec 24, 1986
UFC 272: Covington vs. Masvidal;Ludovit Klein;"5' 9""";155 lbs.;"76""";Jul 30, 1993;Devonte Smith;"5' 7""";155 lbs.;"72""";Feb 22, 1995
UFC 272: Covington vs. Masvidal;Dustin Jacoby;"6' 0""";205 lbs.;"74""";Feb 22, 1995;Michal Oleksiejczuk;"6' 3""";205 lbs.;"76""";Apr 04, 1988
UFC Fight Night: Makhachev vs. Green;Islam Makhachev;"5' 10""";155 lbs.;"71""";Sep 09, 1986;Bobby Green;"5' 10""";155 lbs.;"70""";Oct 27, 1991
UFC Fight Night: Makhachev vs. Green;Wellington Turman;"6' 3""";185 lbs.;"77""";Feb 27, 1987;Misha Cirkunov;"6' 0""";185 lbs.;"72""";Jul 22, 1996
UFC Fight Night: Makhachev vs. Green;Priscila Cachoeira;"5' 7""";125 lbs.;"72""";Oct 18, 1989;Ji Yeon Kim;"5' 7""";125 lbs.;"65""";Aug 19, 1988
UFC Fight Night: Makhachev vs. Green;Arman Tsarukyan;"6' 3""";155 lbs.;"77""";Mar 02, 1993;Joel Alvarez;"5' 7""";155 lbs.;"72""";Oct 11, 1996
UFC Fight Night: Makhachev vs. Green;Armen Petrosyan;"6' 3""";185 lbs.;"75""";Feb 17, 1992;Gregory Rodrigues;"6' 3""";185 lbs.;"71""";Nov 02, 1990
UFC Fight Night: Makhachev vs. Green;Ignacio Bahamondes;"5' 9""";155 lbs.;"71""";Mar 07, 2000;Rong Zhu;"6' 3""";155 lbs.;"75""";Aug 27, 1997
UFC Fight Night: Makhachev vs. Green;Josiane Nunes;"5' 7""";145 lbs.;"66""";Sep 23, 1988;Ramona Pascual;"5' 2""";145 lbs.;"67""";Dec 23, 1993
UFC Fight Night: Makhachev vs. Green;Terrance McKinney;"6' 1""";155 lbs.;"75""";Mar 21, 1997;Fares Ziam;"5' 10""";155 lbs.;"73""";Sep 15, 1994
UFC Fight Night: Makhachev vs. Green;Jonathan Martinez;"5' 6""";135 lbs.;"67""";Sep 02, 1989;Alejandro Perez;"5' 8""";135 lbs.;"70""";Apr 20, 1994
UFC Fight Night: Makhachev vs. Green;Ramiz Brahimaj;"5' 11""";170 lbs.;"72""";Mar 28, 1987;Micheal Gillmore;"5' 10""";170 lbs.;"72""";Nov 17, 1992
UFC Fight Night: Makhachev vs. Green;Carlos Hernandez;"5' 8""";125 lbs.;"70""";Jan 23, 1991;Victor Altamirano;"5' 8""";125 lbs.;"67""";Oct 25, 1993
UFC 269: Oliveira vs. Poirier;Charles Oliveira;"5' 9""";155 lbs.;"72""";Jan 19, 1989;Dustin Poirier;"5' 10""";155 lbs.;"74""";Oct 17, 1989
UFC 269: Oliveira vs. Poirier;Julianna Pena;"5' 8""";135 lbs.;"69""";May 30, 1988;Amanda Nunes;"5' 6""";135 lbs.;"69""";Aug 19, 1989
UFC 269: Oliveira vs. Poirier;Geoff Neal;"6' 0""";170 lbs.;"73""";Sep 26, 1986;Santiago Ponzinibbio;"5' 11""";170 lbs.;"75""";Aug 28, 1990
UFC 269: Oliveira vs. Poirier;Kai Kara-France;"5' 8""";125 lbs.;"65""";Jul 07, 1991;Cody Garbrandt;"5' 4""";125 lbs.;"69""";Mar 26, 1993
UFC 269: Oliveira vs. Poirier;Sean O'Malley;"5' 8""";135 lbs.;"69""";Oct 17, 1995;Raulian Paiva;"5' 11""";135 lbs.;"72""";Oct 24, 1994
UFC 269: Oliveira vs. Poirier;Josh Emmett;"5' 7""";145 lbs.;"71""";Aug 06, 1991;Dan Ige;"5' 6""";145 lbs.;"70""";Mar 04, 1985
UFC Fight Night: Santos vs. Ankalaev;Magomed Ankalaev;"6' 2""";205 lbs.;"76""";Jan 07, 1984;Thiago Santos;"6' 3""";205 lbs.;"75""";Jun 02, 1992
UFC Fight Night: Santos vs. Ankalaev;Song Yadong;"5' 6""";135 lbs.;"67""";Apr 26, 1988;Marlon Moraes;"5' 8""";135 lbs.;"67""";Dec 02, 1997
UFC Fight Night: Santos vs. Ankalaev;Sodiq Yusuff;"5' 10""";145 lbs.;"73""";Jun 20, 1988;Alex Caceres;"5' 9""";145 lbs.;"71""";May 19, 1993
UFC 269: Oliveira vs. Poirier;Dominick Cruz;"5' 6""";135 lbs.;"65""";Sep 07, 1986;Pedro Munhoz;"5' 8""";135 lbs.;"68""";Mar 09, 1985
UFC 269: Oliveira vs. Poirier;Tai Tuivasa;"6' 3""";265 lbs.;"77""";May 09, 1991;Augusto Sakai;"6' 2""";264 lbs.;"75""";Mar 16, 1993
UFC 269: Oliveira vs. Poirier;Bruno Silva;"6' 2""";185 lbs.;"77""";Oct 07, 1991;Jordan Wright;"5' 4""";125 lbs.;"65""";Mar 16, 1990
UFC Fight Night: Santos vs. Ankalaev;Khalil Rountree Jr.;"6' 1""";185 lbs.;"74""";Oct 04, 1990;Karl Roberson;"6' 1""";205 lbs.;"76""";Feb 26, 1990
UFC Fight Night: Santos vs. Ankalaev;Drew Dober;"5' 10""";155 lbs.;"73""";Sep 15, 1994;Terrance McKinney;"5' 8""";155 lbs.;"70""";Oct 19, 1988
UFC Fight Night: Santos vs. Ankalaev;Alex Pereira;"5' 4""";125 lbs.;"65""";Mar 16, 1990;Bruno Silva;"6' 4""";185 lbs.;"79""";Jul 07, 1987
UFC 269: Oliveira vs. Poirier;Andre Muniz;"6' 1""";185 lbs.;"75""";Apr 21, 1987;Eryk Anders;"6' 1""";185 lbs.;"78""";Feb 17, 1990
UFC 269: Oliveira vs. Poirier;Erin Blanchfield;"5' 3""";125 lbs.;"65""";Jul 01, 1997;Miranda Maverick;"5' 4""";125 lbs.;"66""";May 04, 1999
UFC 269: Oliveira vs. Poirier;Ryan Hall;"5' 7""";145 lbs.;"69""";Apr 28, 1990;Darrick Minner;"5' 10""";145 lbs.;"70""";Feb 22, 1985
UFC Fight Night: Santos vs. Ankalaev;Matthew Semelsberger;"5' 10""";170 lbs.;"67""";Feb 18, 1997;AJ Fletcher;"6' 1""";170 lbs.;"75""";Nov 23, 1992
UFC Fight Night: Santos vs. Ankalaev;JJ Aldrich;"5' 5""";125 lbs.;"63""";May 17, 1995;Gillian Robertson;"5' 5""";125 lbs.;"67""";Sep 29, 1992
UFC Fight Night: Santos vs. Ankalaev;Javid Basharat;"5' 7""";135 lbs.;"70""";Aug 04, 1990;Trevin Jones;"5' 9""";135 lbs.;"69""";Sep 07, 1995
UFC 269: Oliveira vs. Poirier;Tony Kelley;"5' 9""";135 lbs.;"73""";Jul 06, 1994;Randy Costa;"5' 9""";135 lbs.;"70""";Jan 21, 1987
UFC 269: Oliveira vs. Poirier;Gillian Robertson;"5' 7""";125 lbs.;"65""";Aug 19, 1988;Priscila Cachoeira;"5' 5""";125 lbs.;"63""";May 17, 1995
UFC Fight Night: Santos vs. Ankalaev;Damon Jackson;"5' 10""";145 lbs.;"75""";Apr 13, 1994;Kamuela Kirk;"5' 11""";145 lbs.;"71""";Aug 08, 1988
UFC Fight Night: Santos vs. Ankalaev;Miranda Maverick;"5' 7""";125 lbs.;"70""";Mar 25, 1997;Sabina Mazo;"5' 3""";125 lbs.;"65""";Jul 01, 1997
UFC Fight Night: Santos vs. Ankalaev;Cody Brundage;"5' 8""";185 lbs.;"76""";Jul 31, 1987;Dalcha Lungiambula;"6' 0""";185 lbs.;"72""";May 16, 1994
UFC Fight Night: Santos vs. Ankalaev;Guido Cannetti;"5' 7""";135 lbs.;"68""";Aug 09, 1992;Kris Moutinho;"5' 6""";135 lbs.;"68""";Dec 19, 1979
UFC Fight Night: Santos vs. Ankalaev;Azamat Murzakanov;"6' 0""";205 lbs.;"77""";Oct 14, 1994;Tafon Nchukwi;"5' 10""";225 lbs.;"71""";Apr 12, 1989
UFC Fight Night: Blaydes vs. Daukaus;Curtis Blaydes;"6' 3""";250 lbs.;"76""";Sep 25, 1989;Chris Daukaus;"6' 4""";265 lbs.;"80""";Feb 18, 1991
UFC Fight Night: Blaydes vs. Daukaus;Alexa Grasso;"5' 6""";125 lbs.;"65""";Dec 23, 1985;Joanne Wood;"5' 5""";125 lbs.;"66""";Aug 09, 1993
UFC Fight Night: Blaydes vs. Daukaus;Bryan Barberena;"6' 0""";170 lbs.;"75""";Jan 10, 1981;Matt Brown;"6' 0""";170 lbs.;"72""";May 03, 1989
UFC Fight Night: Blaydes vs. Daukaus;Kai Kara-France;"5' 6""";125 lbs.;"67""";Oct 09, 1992;Askar Askarov;"5' 4""";125 lbs.;"69""";Mar 26, 1993
UFC Fight Night: Blaydes vs. Daukaus;Neil Magny;"5' 11""";170 lbs.;"76""";Nov 29, 1985;Max Griffin;"6' 3""";170 lbs.;"80""";Aug 03, 1987
UFC Fight Night: Blaydes vs. Daukaus;Marc Diakiese;"5' 11""";155 lbs.;"69""";Jan 08, 1992;Viacheslav Borshchev;"5' 10""";155 lbs.;"73""";Mar 16, 1993
UFC Fight Night: Blaydes vs. Daukaus;Sara McMann;"5' 5""";135 lbs.;"67""";Dec 30, 1994;Karol Rosa;"5' 6""";135 lbs.;"66""";Sep 24, 1980
UFC Fight Night: Blaydes vs. Daukaus;Chris Gutierrez;"5' 7""";135 lbs.;"70""";Jul 04, 1989;Batgerel Danaa;"5' 9""";135 lbs.;"67""";Apr 22, 1991
UFC Fight Night: Blaydes vs. Daukaus;Aliaskhab Khizriev;"6' 1""";185 lbs.;"77""";May 17, 1988;Denis Tiuliulin;"5' 9""";185 lbs.;"74""";Aug 24, 1990
UFC Fight Night: Blaydes vs. Daukaus;Manon Fiorot;"5' 4""";125 lbs.;"64""";Oct 06, 1988;Jennifer Maia;"5' 7""";125 lbs.;"65""";Feb 17, 1990
UFC Fight Night: Blaydes vs. Daukaus;Matheus Nicolau;"5' 5""";125 lbs.;"68""";Jun 05, 1992;David Dvorak;"5' 6""";125 lbs.;"66""";Jan 06, 1993
UFC Fight Night: Blaydes vs. Daukaus;Luis Saldana;"5' 10""";145 lbs.;"70""";Mar 07, 1996;Bruno Souza;"5' 11""";145 lbs.;"73""";Jan 27, 1991
UFC Fight Night: Volkov vs. Aspinall;Tom Aspinall;"6' 7""";250 lbs.;"80""";Oct 24, 1988;Alexander Volkov;"6' 5""";256 lbs.;"78""";Apr 11, 1993
UFC Fight Night: Volkov vs. Aspinall;Arnold Allen;"6' 0""";145 lbs.;"75""";Feb 13, 1990;Dan Hooker;"5' 8""";145 lbs.;"70""";Jan 22, 1994
UFC Fight Night: Volkov vs. Aspinall;Paddy Pimblett;"5' 8""";155 lbs.;"71""";Aug 15, 1985;Kazula Vargas;"5' 10""";155 lbs.;"73""";Jan 03, 1995
UFC Fight Night: Volkov vs. Aspinall;Gunnar Nelson;"5' 10""";170 lbs.;"73""";Jun 09, 1990;Takashi Sato;"5' 11""";170 lbs.;"72""";Jul 28, 1988
UFC Fight Night: Volkov vs. Aspinall;Molly McCann;"5' 6""";125 lbs.;"69""";Jun 11, 1993;Luana Carolina;"5' 4""";125 lbs.;"62""";May 04, 1990
UFC Fight Night: Volkov vs. Aspinall;Ilia Topuria;"6' 1""";155 lbs.;"77""";May 13, 1988;Jai Herbert;"5' 7""";155 lbs.;"69""";Jan 21, 1997
UFC Fight Night: Volkov vs. Aspinall;Makwan Amirkhani;"5' 7""";145 lbs.;"72""";Jan 03, 1987;Mike Grundy;"5' 10""";145 lbs.;"72""";Nov 08, 1988
UFC Fight Night: Volkov vs. Aspinall;Sergei Pavlovich;"6' 3""";235 lbs.;"76""";Sep 02, 1981;Shamil Abdurakhimov;"6' 3""";257 lbs.;"84""";May 13, 1992
UFC Fight Night: Volkov vs. Aspinall;Paul Craig;"6' 3""";205 lbs.;"77""";Mar 07, 1992;Nikita Krylov;"6' 3""";205 lbs.;"76""";Nov 27, 1987
UFC Fight Night: Volkov vs. Aspinall;Jack Shore;"5' 6""";135 lbs.;"67""";Jan 19, 1990;Timur Valiev;"5' 8""";135 lbs.;"71""";Feb 06, 1995
UFC Fight Night: Volkov vs. Aspinall;Elise Reed;"5' 3""";115 lbs.;"58""";Jul 11, 1999;Cory McKenna;"5' 3""";115 lbs.;"63""";Dec 05, 1992
UFC Fight Night: Volkov vs. Aspinall;Muhammad Mokaev;"5' 7""";125 lbs.;"67""";Mar 29, 1991;Cody Durden;"5' 7""";125 lbs.;"70""";Jul 30, 2000
UFC Fight Night: Luque vs. Muhammad;Belal Muhammad;"5' 11""";170 lbs.;"75""";Nov 27, 1991;Vicente Luque;"5' 11""";170 lbs.;"72""";Jul 09, 1988
UFC Fight Night: Luque vs. Muhammad;Caio Borralho;"6' 1""";185 lbs.;"71""";Feb 24, 1993;Gadzhi Omargadzhiev;"5' 10""";185 lbs.;"75""";Jan 16, 1993
UFC Fight Night: Luque vs. Muhammad;Andre Fialho;"6' 2""";170 lbs.;"74""";Aug 23, 1992;Miguel Baeza;"6' 0""";170 lbs.;"74""";Apr 07, 1994
UFC Fight Night: Luque vs. Muhammad;Mayra Bueno Silva;"5' 8""";135 lbs.;"66""";Apr 18, 1996;Wu Yanan;"5' 6""";135 lbs.;"66""";Aug 22, 1991
UFC Fight Night: Luque vs. Muhammad;Pat Sabatini;"5' 6""";145 lbs.;"66""";Oct 15, 1997;TJ Laramie;"5' 8""";145 lbs.;"70""";Nov 09, 1990
UFC Fight Night: Luque vs. Muhammad;Mounir Lazzez;"5' 10""";170 lbs.;"74""";Mar 18, 1993;Ange Loosa;"6' 1""";170 lbs.;"76""";Nov 16, 1987
UFC Fight Night: Luque vs. Muhammad;Devin Clark;"5' 10""";205 lbs.;"73""";Apr 03, 1988;William Knight;"6' 0""";205 lbs.;"75""";Apr 12, 1990
UFC Fight Night: Luque vs. Muhammad;Pannie Kianzad;"5' 7""";135 lbs.;"65""";Mar 13, 1982;Lina Lansberg;"5' 7""";135 lbs.;"66""";Dec 08, 1991
UFC Fight Night: Luque vs. Muhammad;Drakkar Klose;"6' 0""";155 lbs.;"71""";Sep 30, 1991;Brandon Jenkins;"5' 9""";155 lbs.;"70""";Mar 09, 1988
UFC Fight Night: Lemos vs. Andrade;Jessica Andrade;"5' 4""";115 lbs.;"65""";May 22, 1987;Amanda Lemos;"5' 1""";125 lbs.;"62""";Sep 25, 1991
UFC Fight Night: Lemos vs. Andrade;Claudio Puelles;"5' 7""";155 lbs.;"70""";Dec 08, 1981;Clay Guida;"5' 10""";155 lbs.;"72""";Apr 21, 1996
UFC Fight Night: Lemos vs. Andrade;Maycee Barber;"5' 7""";125 lbs.;"68""";Feb 14, 1995;Montana De La Rosa;"5' 5""";125 lbs.;"65""";May 18, 1998
UFC Fight Night: Luque vs. Muhammad;Rafa Garcia;"5' 10""";155 lbs.;"70""";Dec 24, 1985;Jesse Ronson;"5' 7""";155 lbs.;"70""";Aug 05, 1994
UFC Fight Night: Luque vs. Muhammad;Martin Buday;"5' 9""";265 lbs.;"75""";Jun 14, 1986;Chris Barnett;"6' 4""";265 lbs.;"77""";Nov 11, 1991
UFC Fight Night: Luque vs. Muhammad;Jordan Leavitt;"5' 11""";155 lbs.;"72""";Nov 14, 1989;Trey Ogden;"5' 9""";155 lbs.;"71""";Jun 02, 1995
UFC Fight Night: Lemos vs. Andrade;Charles Jourdain;"5' 9""";155 lbs.;"71""";Mar 14, 1992;Lando Vannata;"5' 9""";145 lbs.;"69""";Nov 27, 1995
UFC Fight Night: Lemos vs. Andrade;Marc-Andre Barriault;"6' 2""";185 lbs.;"77""";Oct 07, 1991;Jordan Wright;"6' 1""";185 lbs.;"74""";Feb 18, 1990
UFC Fight Night: Lemos vs. Andrade;Sergey Khandozhko;"6' 1""";170 lbs.;"76""";Sep 14, 1984;Dwight Grant;"6' 1""";170 lbs.;"74""";May 19, 1992
UFC Fight Night: Luque vs. Muhammad;Sam Hughes;"5' 4""";115 lbs.;"66""";Jul 23, 1992;Istela Nunes;"5' 5""";115 lbs.;"64""";Jun 28, 1992
UFC Fight Night: Luque vs. Muhammad;Alatengheili;"5' 11""";135 lbs.;"73""";Jul 15, 1987;Kevin Croom;"5' 5""";135 lbs.;"66""";Dec 14, 1991
UFC Fight Night: Lemos vs. Andrade;Tyson Pedro;"6' 1""";205 lbs.;"73""";Apr 04, 1984;Ike Villanueva;"6' 3""";205 lbs.;"79""";Sep 17, 1991
UFC Fight Night: Lemos vs. Andrade;Aoriqileng;"5' 9""";135 lbs.;"71""";Apr 27, 1987;Cameron Else;"5' 7""";135 lbs.;"69""";Jun 25, 1993
UFC Fight Night: Lemos vs. Andrade;Preston Parsons;"5' 10""";170 lbs.;"72""";Apr 11, 1997;Evan Elder;"5' 11""";170 lbs.;"71""";Jul 15, 1995
UFC Fight Night: Lemos vs. Andrade;Philipe Lins;"6' 3""";205 lbs.;"74""";Jul 14, 1988;Marcin Prachnio;"6' 2""";240 lbs.;"78""";Aug 17, 1985
UFC Fight Night: Lemos vs. Andrade;Mike Jackson;"5' 10""";170 lbs.;"72""";Jul 03, 1992;Dean Barry;"6' 2""";170 lbs.;"74""";Mar 22, 1985
UFC 273: Volkanovski vs. The Korean Zombie;Alexander Volkanovski;"5' 7""";145 lbs.;"72""";Mar 17, 1987;Chan Sung Jung;"5' 6""";145 lbs.;"71""";Sep 29, 1988
UFC 273: Volkanovski vs. The Korean Zombie;Aljamain Sterling;"5' 7""";135 lbs.;"67""";Feb 11, 1993;Petr Yan;"5' 7""";135 lbs.;"71""";Jul 31, 1989
UFC 273: Volkanovski vs. The Korean Zombie;Aljamain Sterling;"5' 7""";135 lbs.;"67""";Feb 11, 1993;Petr Yan;"5' 7""";135 lbs.;"71""";Jul 31, 1989
UFC 273: Volkanovski vs. The Korean Zombie;Khamzat Chimaev;"5' 10""";170 lbs.;"71""";Jul 20, 1986;Gilbert Burns;"6' 2""";170 lbs.;"75""";May 01, 1994
UFC 273: Volkanovski vs. The Korean Zombie;Mackenzie Dern;"5' 1""";115 lbs.;"60""";Aug 16, 1989;Tecia Torres;"5' 4""";115 lbs.;"63""";Mar 24, 1993
UFC 273: Volkanovski vs. The Korean Zombie;Mark Madsen;"5' 10""";155 lbs.;"72""";Nov 23, 1982;Vinc Pichel;"5' 8""";155 lbs.;"72""";Sep 23, 1984
UFC 273: Volkanovski vs. The Korean Zombie;Ian Garry;"5' 11""";170 lbs.;"72""";Nov 23, 1993;Darian Weeks;"6' 3""";170 lbs.;"74""";Nov 17, 1997
UFC 273: Volkanovski vs. The Korean Zombie;Anthony Hernandez;"6' 4""";185 lbs.;"76""";Jan 15, 1994;Josh Fremd;"6' 0""";185 lbs.;"75""";Oct 18, 1993
UFC 273: Volkanovski vs. The Korean Zombie;Raquel Pennington;"5' 6""";135 lbs.;"66""";Mar 01, 1995;Aspen Ladd;"5' 7""";135 lbs.;"67""";Sep 05, 1988
UFC 273: Volkanovski vs. The Korean Zombie;Mike Malott;"6' 2""";170 lbs.;"74""";Jan 22, 1992;Mickey Gall;"6' 1""";170 lbs.;"73""";Nov 07, 1991
UFC 273: Volkanovski vs. The Korean Zombie;Aleksei Oleinik;"6' 4""";265 lbs.;"80""";May 12, 1992;Jared Vanderaa;"6' 2""";240 lbs.;"80""";Jun 20, 1977
UFC 273: Volkanovski vs. The Korean Zombie;Piera Rodriguez;"5' 2""";115 lbs.;"63""";Aug 14, 1999;Kay Hansen;"5' 3""";115 lbs.;"63""";Nov 11, 1992
